,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
53113,27260,Lucien Delfour,M,27.0,177.0,69.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, Slalom",
53119,27263,Angelica Delgado,F,25.0,160.0,52.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,
53155,27280,Lindolfo Delgado Garza,M,21.0,174.0,60.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,
53162,27285,Marlo Delgado Suarez,M,23.0,184.0,75.0,Ecuador,ECU,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,
53179,27296,Cindy Solangie Delgado Buitrago,F,26.0,155.0,57.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,
53199,27307,Marcos Nicols Dela,M,24.0,209.0,105.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
53212,27314,Marie-Laure Delie,F,28.0,172.0,65.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
53292,27355,"Matthew ""Matt"" Dellavedova",M,25.0,193.0,89.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
53294,27357,Elena Delle Donne,F,26.0,195.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
53299,27359,Nico Luca Marc Delle Karth,M,32.0,180.0,74.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,
53341,27380,"Cynthia ""Janay"" DeLoach (-Soukup)",F,30.0,166.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,
53365,27390,No Delpech,M,30.0,181.0,82.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,
53369,27393,"Nicholas ""Nick"" Delpopolo",M,27.0,173.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Lightweight,
53459,27438,Siraba Dembl,F,30.0,172.0,64.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver
53505,27450,Yigrem Demelash,M,22.0,167.0,48.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",
53530,27464,Bence Demeter,M,26.0,180.0,72.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,
53579,27488,Mirela Krasimirova Demireva,F,26.0,180.0,58.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,Silver
53580,27489,Ali Eren Demirezen,M,26.0,189.0,91.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,
53599,27495,Soner Demirta,M,25.0,170.0,74.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
53619,27503,Abdelghani Demmou,M,27.0,185.0,75.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
53660,27516,"Nicholas Charles ""Nick"" Dempsey",M,35.0,180.0,71.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,Silver
53676,27528,Valentin Demyanenko,M,32.0,193.0,93.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Silver
53706,27545,Felix Denayer,M,26.0,190.0,85.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
53762,27572,Deng Shudi,M,24.0,163.0,58.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,
53763,27572,Deng Shudi,M,24.0,163.0,58.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Bronze
53764,27572,Deng Shudi,M,24.0,163.0,58.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,
53765,27572,Deng Shudi,M,24.0,163.0,58.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,
53766,27572,Deng Shudi,M,24.0,163.0,58.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,
53767,27572,Deng Shudi,M,24.0,163.0,58.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,
53768,27572,Deng Shudi,M,24.0,163.0,58.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,
53771,27574,Deng Wei,F,23.0,159.0,63.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Middleweight,Gold
53778,27577,Deng Zhiwei,M,28.0,188.0,120.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",
53791,27583,Deni,M,27.0,165.0,69.0,Indonesia,INA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middleweight,
53798,27589,Stefan Denifl,M,28.0,179.0,65.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
53816,27601,Aleksey Alekseyevich Denisenko,M,22.0,185.0,68.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,Silver
53820,27604,Kirill Georgiyevich Denisov,M,28.0,182.0,90.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,
53835,27611,Zhansel Deniz,F,24.0,175.0,67.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Welterweight,
53859,27623,Joel Dennerley,M,29.0,195.0,91.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
53872,27630,Daniel Paul Dennis-Kengott,M,29.0,165.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Freestyle",
53881,27635,Rohan Dennis,M,26.0,182.0,72.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
53882,27635,Rohan Dennis,M,26.0,182.0,72.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,
53892,27643,Matthew Denny,M,20.0,195.0,118.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,
53897,27646,Erin Densham,F,31.0,165.0,52.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,
53920,27662,Deonise Fachinello Cavaleiro,F,33.0,180.0,73.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
53953,27681,Josue Deprez,M,34.0,,,Haiti,HAI,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Lightweight,
53986,27699,Emel Dereli,F,20.0,181.0,110.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,
53988,27701,Weronika Deresz,F,30.0,170.0,57.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,
54018,27709,Aleksey Viktorovich Dergunov,M,31.0,187.0,95.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",
54019,27709,Aleksey Viktorovich Dergunov,M,31.0,187.0,95.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
54025,27713,Inna Vasilyevna Deriglazova,F,26.0,173.0,61.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",Gold
54026,27714,Senna Sandra Deriks,F,15.0,155.0,46.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,
54027,27714,Senna Sandra Deriks,F,15.0,155.0,46.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,
54037,27720,Dariya Derkach,F,23.0,170.0,50.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,
54075,27743,DeMar Darnell DeRozan,M,26.0,201.0,99.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
54087,27750,Eli Dershwitz,M,20.0,185.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Sabre, Individual",
54097,27753,Kateryna Oleksandrivna Derun,F,22.0,167.0,75.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,
54100,27756,Georgios Dervisis,M,21.0,195.0,92.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
54101,27757,Nina Derwael,F,16.0,165.0,46.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,
54102,27757,Nina Derwael,F,16.0,165.0,46.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,
54103,27757,Nina Derwael,F,16.0,165.0,46.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,
54104,27757,Nina Derwael,F,16.0,165.0,46.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,
54105,27757,Nina Derwael,F,16.0,165.0,46.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,
54139,27768,Eseosa Fostine Desalu,M,22.0,180.0,67.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,
54203,27805,Mikkel Desler Puggaard,M,21.0,187.0,71.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
54269,27842,Jrmy Desplanches,M,21.0,189.0,72.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,
54270,27842,Jrmy Desplanches,M,21.0,189.0,72.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,
54370,27897,Gabriele Detti,M,21.0,184.0,79.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,Bronze
54371,27897,Gabriele Detti,M,21.0,184.0,79.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
54372,27897,Gabriele Detti,M,21.0,184.0,79.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
54395,27911,Bart Deurloo,M,25.0,170.0,65.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,
54396,27911,Bart Deurloo,M,25.0,170.0,65.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,
54397,27911,Bart Deurloo,M,25.0,170.0,65.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,
54398,27911,Bart Deurloo,M,25.0,170.0,65.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,
54399,27911,Bart Deurloo,M,25.0,170.0,65.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,
54400,27911,Bart Deurloo,M,25.0,170.0,65.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,
54401,27911,Bart Deurloo,M,25.0,170.0,65.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,
54402,27912,Daniel Deuer,M,34.0,190.0,76.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
54403,27912,Daniel Deuer,M,34.0,190.0,76.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
54487,27944,Laishram Bombayla Devi,F,31.0,164.0,60.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,
54488,27944,Laishram Bombayla Devi,F,31.0,164.0,60.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,
54602,28005,Timofey Aleksandrovich Deynichenko,M,29.0,186.0,98.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
54617,28015,Tatjana ekanovi,F,19.0,167.0,52.0,Bosnia and Herzegovina,BIH,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",
54618,28016,Ana erek,F,17.0,164.0,58.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,
54619,28016,Ana erek,F,17.0,164.0,58.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,
54620,28016,Ana erek,F,17.0,164.0,58.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,
54632,28026,Jeroen D'hoedt,M,26.0,183.0,63.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",
54639,28031,Jolien D'hoore,F,26.0,176.0,64.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,Bronze
54658,28039,Ayyasamy Dharun,M,19.0,177.0,64.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,
54662,28042,Yosra Dhieb,F,20.0,178.0,123.0,Tunisia,TUN,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,
54670,28048,Dhurgham Ismail Dawoud Al-Quraishi,M,22.0,178.0,70.0,Iraq,IRQ,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
54773,28068,Marco Di Costanzo,M,24.0,184.0,87.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Bronze
54788,28072,Elisa Di Francisca,F,33.0,177.0,65.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",Silver
54789,28073,Francesco Di Fulvio,M,22.0,190.0,88.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
54797,28077,Alex Di Giorgio,M,26.0,185.0,75.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
54811,28086,Tania Di Mario,F,37.0,168.0,62.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
54832,28101,Silvia Di Pietro,F,23.0,165.0,57.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
54833,28101,Silvia Di Pietro,F,23.0,165.0,57.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
54871,28120,Mamadou Chrif Dia,M,31.0,180.0,70.0,Mali,MLI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,
54925,28143,Sahily Diago Mesa,F,20.0,169.0,49.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,
54964,28171,Emily Jane Diamond,F,25.0,173.0,58.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,
54965,28171,Emily Jane Diamond,F,25.0,173.0,58.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
54977,28176,Kadidiatou Diani,F,21.0,168.0,64.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
54981,28179,Diao Xiao Juan,F,30.0,170.0,59.0,Hong Kong,HKG,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,
54985,28182,Maimouna Diarra,F,25.0,198.0,90.0,Senegal,SEN,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
55010,28193,Clio Emilson Ucha Dias,M,23.0,192.0,90.0,Portugal,POR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,
55014,28195,Gabriela Mantellato Dias,F,24.0,175.0,76.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,
55036,28208,Adama Diatta,M,27.0,165.0,57.0,Senegal,SEN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Freestyle",
55038,28209,Boris Babacar Diaw-Riffiod,M,34.0,203.0,115.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
55047,28217,Adriana Yamila Daz Gonzlez,F,15.0,160.0,50.0,Puerto Rico,PUR,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,
55066,28225,Azucena Daz Calvo,F,33.0,163.0,55.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
55071,28228,Daniel Ricardo Daz,M,27.0,168.0,63.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
55098,28245,Mara Gabriela Daz,F,35.0,160.0,53.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's BMX,
55111,28251,Hidilyn Diaz,F,25.0,149.0,53.0,Philippines,PHI,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Featherweight,Silver
55124,28261,Jorge Daz Garca,M,30.0,173.0,75.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",
55128,28263,Jos Daniel Daz Robertti,M,27.0,181.0,96.0,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Freestyle",
55132,28266,Jos Ignacio Daz Velzquez,M,36.0,168.0,67.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,
55153,28284,Nivaldo Nadhir Daz Gmez,M,22.0,200.0,81.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
55199,28311,Genzebe Dibaba Keneni,F,25.0,168.0,52.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Silver
55201,28312,Mare Dibaba Hurssa (-Ibrahimova-),F,26.0,156.0,45.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,Bronze
55207,28313,Tirunesh Dibaba Keneni,F,31.0,166.0,50.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",Bronze
55256,28336,Marisa Roseanne Dick,F,19.0,153.0,47.0,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,
55257,28336,Marisa Roseanne Dick,F,19.0,153.0,47.0,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,
55258,28336,Marisa Roseanne Dick,F,19.0,153.0,47.0,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,
55259,28336,Marisa Roseanne Dick,F,19.0,153.0,47.0,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,
55322,28371,Kylie Rei Dickson,F,17.0,160.0,50.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,
55323,28371,Kylie Rei Dickson,F,17.0,160.0,50.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,
55324,28371,Kylie Rei Dickson,F,17.0,160.0,50.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,
55325,28371,Kylie Rei Dickson,F,17.0,160.0,50.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,
55331,28376,Sam Dickson,M,26.0,193.0,101.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
55349,28387,Amalie Dideriksen,F,20.0,175.0,62.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,
55367,28400,Aurimas Didbalis,M,25.0,172.0,94.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
55406,28412,Hortence Didhiou,F,32.0,165.0,57.0,Senegal,SEN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Lightweight,
55414,28417,Rodrigo Diego Lpez,M,19.0,166.0,69.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Springboard,
55423,28424,Mitch Dielemans,M,23.0,186.0,75.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Individual,
55424,28424,Mitch Dielemans,M,23.0,186.0,75.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Team,
55428,28427,Bintou Dim,F,32.0,167.0,58.0,Senegal,SEN,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
55434,28430,Christian Diener,M,23.0,182.0,82.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Backstroke,
55440,28436,Fatou Dieng,F,32.0,167.0,60.0,Senegal,SEN,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
55505,28466,Heidi Diethelm Gerber,F,47.0,168.0,93.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",
55506,28466,Heidi Diethelm Gerber,F,47.0,168.0,93.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze
55563,28483,Tina Dietze,F,28.0,172.0,68.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver
55564,28483,Tina Dietze,F,28.0,172.0,68.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
55579,28487,Balla Diye,M,35.0,188.0,68.0,Senegal,SEN,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,
55593,28493,Lizbeth Julissa Diez Canseco,F,27.0,170.0,49.0,Peru,PER,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,
55642,28512,Laura Chantal Dijkema,F,26.0,184.0,70.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,
55662,28522,Yusuf Dike,M,43.0,180.0,80.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",
55663,28522,Yusuf Dike,M,43.0,180.0,80.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",
55692,28538,Karsten Dilla,M,27.0,188.0,82.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,
55701,28543,Silvan Dillier,M,26.0,183.0,73.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
55757,28569,Stefanos Dimitriadis,M,26.0,189.0,82.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Butterfly,
55769,28574,Dimitrios Dimitriou,M,19.0,179.0,72.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,
55807,28587,Grigor Dimitrov Dimitrov,M,25.0,190.0,81.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,
55823,28600,Rumen Dimitrov,M,29.0,175.0,77.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,
55925,28662,Ding Ning,F,26.0,171.0,63.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,Gold
55926,28662,Ding Ning,F,26.0,171.0,63.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Gold
55927,28663,Ding Xia,F,26.0,180.0,67.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Gold
55928,28664,Ding Yanyuhang,M,22.0,200.0,91.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
55937,28667,Shawn Erbelau Dingilius-Wallace,M,22.0,184.0,93.0,Palau,PLW,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,
55941,28671,Oliver James Dingley,M,23.0,163.0,60.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Springboard,
